name: G1/S transition of mitotic cell cycle,GO:0000082,CCNE1,GPR132,CUL5,ZNF324,TAF10,CDK3,BTN2A2,PLK3,CCND3,EIF4E,PPP3CA,CDKN3,ACVR1B,POLE,CCND1,CUL1,CDC7,IQGAP3,HINFP,SPDYA,BCL2,LATS2,CDK2,LATS1,CCND2,TFDP3,BCAT1,CUL4B,USP26,GSPT1,ID4,RHOU,RPS6,TRIM71,CCNE2,MYC,CUL4A,CDC25A,RCC1,KHDRBS1,CUL2,USP37,CAMK2A,CDKN1A,DBF4,PPP6C,CDC34,PHF8,MNAT1,CDKN1B,E2F3,EZH2,RPS6KB1,E2F1,CDK6,CACUL1,CUL3,PLK2,CDK4,SKP2,PIM2,RBBP8,USP29,EIF4EBP1,ITGB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: regulation of transcription involved in G1/S transition of mitotic cell cycle,GO:0000083,E2F2,E2F4,GFI1,KLF11,CDK16,NPAT,HINFP,BRD4,CDK18,TFDP1,CDK5,CDK17,E2F1,CDK15,CDK14,BACH1,E2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: G2/M transition of mitotic cell cycle,GO:0000086,PBX1,CCNY,CALM3,TAF2,PLK3,FBXL21P,FBXL7,PLK1,LCMT1,LATS1,TPD52L1,CDK2,CCDC57,PLCB1,FBXL6,BRSK1,MASTL,FBXL17,J3QRK9,CHEK2,FBXL8,CCNB1,NES,KDM8,PKMYT1,USH1C,CDC25A,FBXL12,APP,KHDRBS1,CALM2,PPM1D,CDC25B,FBXL22,CHEK1,CDK14,CALM1,CIT,ABCB1,CDC25C,FOXM1,PPME1,SKP2,DNM2,ARPP19,ENSA,CDK1,MTA3,WNT10B,CCNA2,MELK,FBXL15,BRSK2,AURKA,FBXL3,WEE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: nucleotide-excision repair complex,GO:0000109,XPC,POLD1,ERCC8,ERCC1,ERCC4,ERCC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: histone deacetylase complex,GO:0000118,DNTTIP1,SAP30,TAF6L,KDM3A,HDAC4,SAP30L,HDAC1,SATB2,RBBP7,TRERF1,RCOR1,HR,JMJD1C,RBBP4,HDAC9,SIN3B,HDAC2,SAP18,HDAC7,NRIP1,MIDEAS,TBL1Y,TBL1XR1,HDAC6,HDAC3,ZNF541,HINT1,RCOR2,HDAC8,MTA2,PHF21A,NCOR1,CBX5,TBL1X,KDM3B,HDAC10,ZNF217,HDAC5,SIN3A,RERE,RCOR3,HDAC11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: histone acetyltransferase complex,GO:0000123,JADE2,MEAF6,JADE1,KANSL2,KANSL3,MCRS1,ING4,KAT2B,OGT,TAF5L,MORF4L1,KANSL1,WDR5,ING5,KAT8,KAT2A,MSL3,JADE3,KAT7,PHF20,BRPF3,CREBBP,EP300,MSL3P1,MORF4L2,BRPF1,HCFC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: SAGA complex,GO:0000124,TAF10,TAF6L,TRRAP,TAF9,TAF6,SF3B3,SUPT3H,TADA3,KAT2B,ATXN7,ENY2,TAF5L,SF3B5,TADA2B,SUPT20H,KAT2A,SGF29,TADA2A,ATXN7L3,TAF12,USP22,SUPT20HL1,TADA1,SUPT20HL2,SUPT7L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: transcription factor TFIIIC complex,GO:0000127,GTF3C4,GTF3C3,GTF3C2,GTF3C1,GTF3C5,GTF3C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: establishment of mitotic spindle orientation,GO:0000132,MISP,HTT,NDEL1,SPRY1,MAPRE1,KAT5,DCTN1,NDC80,PLK1,MAD2L1,PAFAH1B1,GPSM1,GJA1,GPSM2,CDK5RAP2,MCPH1,SPDL1,ENKD1,SPRY2,NUMA1,SAPCD2,NDE1,ANKFN1,CENPA,INSC,PAX6,PKHD1,FGF10,FBXW11,DYNLT1,ZW10,ITGB1,UBXN2B,NSFL1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: Golgi cis cisterna,GO:0000137,GOLGA6C,GOLGA8A,TMEM59,GOLGA8R,GOLGA2,NECAB3,GOLGA8Q,GOLGA8M,GOLGA8O,GOLGA8T,GOLGA8B,XYLT1,ATL1,GOLGA8IP,SMPD3,GOLGA8N,LLGL1,GOLGA8F,GOLGA8H,GOLGA8J,GOLGA8S,GOLGA6A,GOLGA8CP,GOLGA6B,GOLGA6D,GOLGA8K,GOLT1A,GOLGA8DP,GOLGA2P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: Golgi trans cisterna,GO:0000138,BET1L,B4GALT1,YIPF2,YIPF6,TMEM59,SGMS1,ST6GAL1,GCC1,BET1,HID1,YIPF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: exocyst,GO:0000145,EXOC7,STXBP6,EXOC3,EXOC1L,EXOC5,EXOC1,EXOC3L1,EXOC4,EXOC6B,EXOC3L4,EXOC3L2,MYRIP,EXOC6,EXOC8,TNFAIP2,EXOC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: microfilament motor activity,GO:0000146,MYH2,MYO10,MYO6,MYH7B,MYO9B,MYO7B,MYO1E,MYH14,MYO15A,MYO3A,MYH6,MYO1B,MYH9,MYH11,MYH10,MYO9A,MYH4,MYH15,MYO5A,MYO1G,MYO5C,MYL6,MYH13,MYO1C,MYO1F,MYO7A,MYO5B,MYO19,MYO1H,MYO1D,MYO1A,MYH8,MYO3B,MYH1,MYH7,ACTC1,MYH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: SNARE binding,GO:0000149,VTI1B,SYT1,NAPA,SNCA,STXBP1,STX8,EXOC3,SYT9,CPLX3,CPLX1,EXOC3L4,SEC24D,STX17,SNAP91,GOSR2,STX4,BAIAP3,SYT4,ANKRD27,SYT12,STX7,SYT5,UVRAG,TNFAIP2,STX3,NBAS,STX11,CAPN10,CPLX4,GABARAPL2,NSF,GRIK2,STX6,TSNARE1,SYT10,SYT3,STX10,LRRK2,STX16,SYT11,SYT2,VAMP7,PICALM,SYT7,STX12,SEC24C,STX2,SEC24A,STX5,CPLX2,EXOC3L1,STX1A,VTI1A,VAMP2,SYT6,EXOC3L2,VPS50,SYT8,STX19,SNAPIN,SYT15,STX1B,SYT13,SYT17,SEC24B,KCNB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: nuclear ubiquitin ligase complex,GO:0000152,BARD1,BRCC3,BABAM2,BRCA1,RAD51,BRCA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: protein phosphatase type 2A complex,GO:0000159,PPP2R2B,PPP2CB,PPP2R5D,PPP2R3A,PPP2R5C,PTPA,PPP2R1A,PPP2R2C,PPP2R1B,PPP2R2D,PPP2CA,PPP2R5B,PPP2R5A,PPP2R3B,NKD1,PPP2R5E,PPP2R2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: protein phosphatase type 1 complex,GO:0000164,PPP1R3G,PPP1R3B,PPP1R9B,PPP1CA,SHOC2,PPP1R3E,PPP1R3A,LRRC46,PPP1R3F,PPP1R3C,PPP1R7,PPP1R42,PPP1R3D,NCK1,PPP1CC,PPP1R15A,LRRC43,PPP1R15B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: nucleotide binding,GO:0000166,NT5E,IMPDH2,GFOD1,NT5M,REV3L,NT5C1A,POLD1,VDAC3,RMI1,POLE,LTB4R,CHFR,AKAP7,FHIT,NT5C3A,MRPL39,ORC4,GFOD2,SLC27A4,DHRS3,PXK,NT5C3B,POLA1,DXO,CDC6,GPSM2,ABO,ITPA,IMPDH1,HPRT1,SLC27A1,SLC27A6,PRTFDC1,POLR2D,CRCP,L1RE1,NUBP1,TINAG,HINT2,DHRS11,ABCA2,TRIB2,NUBP2,APAF1,EXOSC10,HINT1,NUDT16,VPS11,GDPGP1,NOX4,NT5C1B,CHD1L,PYGM,DHDH,VDAC2,HDGF,NAXE,SUCLG1,BLVRA,ORC5,HINT3,APLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: ribonuclease MRP complex,GO:0000172,RPP30,POP4,POP7,POP5,RPP25L,POP1,RPP40,RPP25,RPP38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: 3'-5'-exoribonuclease activity,GO:0000175,DIS3,EXD2,PDE12,CNOT6,ANGEL2,ERI2,EXOSC4,CNOT7,NOCT,REXO2,DIS3L2,CNOT8,XRN2,EXOSC9,EXOSC3,PNPT1,PARN,POLRMT,ERI1,DIS3L,CNOT6L,EXOSC10,EXOSC2,ISG20L2,TOE1,EXOSC7,ANGEL1,USB1,PAN2,EXOSC5,PNLDC1,ISG20,ERI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: nuclear exosome (RNase complex),GO:0000176,EXOSC7,EXOSC4,DIS3,EXOSC1,C1D,EXOSC8,EXOSC5,EXOSC10,EXOSC2,EXOSC6,EXOSC9,EXOSC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: cytoplasmic exosome (RNase complex),GO:0000177,EXOSC7,EXOSC4,EXOSC1,DIS3,DIS3L,EXOSC8,EXOSC5,EXOSC10,EXOSC2,EXOSC6,EXOSC9,EXOSC3,GTPBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: exosome (RNase complex),GO:0000178,EXOSC7,MPHOSPH6,EXOSC4,DIS3,ZFC3H1,EXOSC1,C1D,DIS3L2,DIS3L,EXOSC8,EXOSC5,EXOSC10,EXOSC2,EXOSC6,EXOSC9,EXOSC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: rDNA binding,GO:0000182,DHX33,TSPYL2,ALKBH2,MACROH2A1,BEND3,BNC1,BNC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: rDNA heterochromatin formation,GO:0000183,BAZ2A,SMARCA5,SIRT2,BEND3,SUV39H1,RRP8,SIRT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",GO:0000184,CTIF,RNPS1,NCBP2,EIF4A3,SMG1,DCP1B,PABPC1,DCP2,SMG9,ETF1,SMG7,GSPT1,HELZ2,RBM8A,UPF3A,DCP1A,PARN,MAGOH,SMG6,MAGOHB,EXOSC10,SMG5,UPF3B,CASC3,DHX34,J3QRE1,PYM1,SMG8,UPF1,PNRC2,UPF2,NCBP1,GSPT2,PNLDC1,EIF3E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: meiotic spindle organization,GO:0000212,ESPL1,TUBG1,MYH9,MOS,ATRX,TUBG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: vacuolar proton-transporting V-type ATPase, V0 domain",GO:0000220,ATP6V0E2,ATP6V0A1,TCIRG1,ATP6V0B,ATP6V0A2,ATP6V0D1,ATP6V0C,ATP6AP2,RNASEK,ATP6V0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: vacuolar proton-transporting V-type ATPase, V1 domain",GO:0000221,ATP6V1C2,ATP6V1E1,ATP6V1A,ATP6V1B2,ATP6V1B1,ATP6V1G2,ATP6V1C1,ATP6V1G1,ATP6V1F,ATP6V1H,ATP6V1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: nuclear chromosome,GO:0000228,PBRM1,IK,SPIDR,BAZ1A,SPO11,BIRC5,HMGA2,PINX1,SMARCE1,HNRNPU,TOP1,SMARCB1,CHD1,BLM,JUN,EXOSC9,SETX,MACROH2A1,TOP2A,NCAPD2,TERF2IP,HDAC8,RAD51,E2F1,ATRX,FIGNL1,SMC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: pericentriolar material,GO:0000242,HOOK3,RABL2B,BBS9,DYRK3,CEP85L,TUBE1,CEP192,NIN,CDK5RAP2,TUBG2,NEK1,LCK,PCM1,TNKS2,NEDD1,CEP85,TCP1,CEP152,TUBG1,TNKS,BBS4,DYNC2I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: commitment complex,GO:0000243,SNRPD1,PRPF39,U2AF2,SNRPD3,SNRPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: spliceosomal tri-snRNP complex assembly,GO:0000244,DDX20,PRPF31,PRPF19,LSM2,SRSF12,PRPF8,PRPF6,AAR2,CD2BP2,PRPF3,SRSF10,USP4,SART3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: spliceosomal complex assembly,GO:0000245,TXNL4A,SNRPD1,RBM5,GCFC2,CRNKL1,SNRPG,SF3B1,PRPF6,SRPK1,DDX1,PRPF19,SF3A2,SRPK3,GEMIN2,USP39,ZRSR2,GEMIN6,SNRPE,SNRPD2,NCBP1,DDX39B,SMN1,SCAF11,SRPK2,SF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: allantoin metabolic process,GO:0000255,NT5C,GDA,NT5C1A,NT5C2,ADA,XDH,PNP,URAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: mitochondrial fission,GO:0000266,MUL1,GGNBP1,MFF,MTFR1L,PRKN,COX10,MTFR2,GDAP1,SLC25A46,OPA1,DNM1L,MTFR1,MTFP1,DDHD2,FIS1,MIEF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",GO:0000276,MT-ATP8,ATP5PB,ATP5MGL,ATP5MC1,ATP5MC3,ATP5ME,ATP5MG,ATP5PF,ATP5MC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: mitotic cytokinesis,GO:0000281,CFL1,ANLN,EXOC3,CKAP2,APC,PLK1,CEP55,CHMP4B,BIRC5,SPTBN1,ROCK2,A0A3B3ITX8,SNX9,USP8,KIF4A,EXOC7,EXOC6B,SNX18,UNC119,ROCK1,ARL3,MYH10,STAMBP,EXOC8,TRIM36,PDCD6IP,RACGAP1,EXOC2,RASA1,RHOB,TTC19,KIF23,ESPL1,AURKB,EXOC5,M0QYC6,CDCA8,RAB35,MITD1,EXOC4,ECT2,LZTS2,EFHC2,EXOC6,RHOC,INCENP,STMN1,KIF20A,MAP9,JTB,CENPA,CUL7,CIT,SEPTIN6,NUSAP1,SPAST,RTKN,EXOC1,KIF4B,SNX33,BBS4,ANK3,ZFYVE26,SON,EFHC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",GO:0000288,PDE12,RC3H1,ZFP36L2,RC3H2,POLR2D,ZFP36,ZFP36L1,DCPS,CNOT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
